PTAXID,COMPANYID,BRANCHID,CLIENTID,DATE,VAT,INCOMETAX,DELETESTATUS,CREATEDBY,CREATEDDATETIME,MODIFIEDBY,MODIFIEDDATETIME
891,1000,1,49,11/30/2019 0:00,0,0,FALSE,41,05:43.4,,
892,1000,1,49,11/29/2019 0:00,1280,6207,FALSE,41,06:35.4,,
893,1000,1,29,11/30/2019 0:00,0,0,FALSE,41,41:46.3,,
894,1000,1,122,11/30/2019 0:00,0,0,FALSE,41,55:23.4,,
895,1000,1,110,11/30/2019 0:00,0,0,FALSE,41,05:04.0,,
897,1000,1,93,11/30/2019 0:00,0,0,FALSE,41,22:17.9,,
898,1000,1,78,11/29/2019 0:00,0,847,FALSE,1,07:22.5,,
899,1000,1,78,7/31/2019 0:00,0,85,FALSE,1,11:59.8,,
900,1000,1,24,11/30/2019 0:00,0,0,FALSE,1,40:10.6,,
901,1000,1,125,11/30/2019 0:00,0,0,FALSE,1,56:24.7,,
902,1000,1,125,11/30/2019 0:00,3743,0,FALSE,1,57:04.6,,
903,1000,1,95,11/30/2019 0:00,668,0,FALSE,41,42:09.3,,
904,1000,1,117,11/30/2019 0:00,4016,1965,FALSE,41,59:26.8,,
905,1000,1,102,10/31/2019 0:00,184,23,FALSE,1,45:34.0,,
906,1000,1,102,8/31/2019 0:00,513,1854,FALSE,1,13:23.3,,
907,1000,1,135,10/31/2019 0:00,3754,0,FALSE,1,42:27.1,1,11:30.3
908,1000,1,135,11/30/2019 0:00,0,0,FALSE,1,42:50.2,,
909,1000,1,135,12/31/2019 0:00,0,0,FALSE,1,43:10.9,,
910,1000,1,87,11/30/2019 0:00,303,4809,FALSE,1,07:52.1,,
911,1000,1,87,12/31/2019 0:00,229,0,FALSE,1,35:43.4,,
912,1000,1,30,12/31/2019 0:00,0,0,FALSE,1,56:43.0,,
913,1000,1,104,12/31/2019 0:00,0,0,FALSE,1,58:05.4,,
914,1000,1,81,12/31/2019 0:00,0,0,FALSE,1,14:55.3,,
915,1000,1,70,12/31/2019 0:00,467,0,FALSE,1,23:35.9,,
916,1000,1,24,12/31/2019 0:00,0,0,FALSE,1,38:29.2,,
917,1000,1,117,12/31/2019 0:00,0,886,FALSE,1,56:21.8,,
919,1000,1,4,12/31/2019 0:00,0,714,FALSE,1,32:40.7,,
920,1000,1,101,12/31/2019 0:00,0,0,FALSE,1,44:02.6,,
921,1000,1,3,12/31/2019 0:00,0,1905,FALSE,1,33:28.0,,
922,1000,1,106,12/31/2019 0:00,0,376,FALSE,1,44:08.8,,
923,1000,1,105,12/31/2019 0:00,0,0,FALSE,1,35:43.3,,
925,1000,1,124,12/31/2019 0:00,0,0,FALSE,1,53:26.9,,
926,1000,1,63,12/31/2019 0:00,280,263,FALSE,41,39:24.4,,
927,1000,1,118,12/31/2019 0:00,0,0,FALSE,41,56:03.7,,
928,1000,1,20,12/31/2019 0:00,0,0,FALSE,41,07:47.0,,
930,1000,1,54,12/31/2019 0:00,0,353,FALSE,1,27:30.1,,
931,1000,1,78,12/31/2019 0:00,0,557,FALSE,1,53:02.1,,
932,1000,1,125,12/31/2019 0:00,0,0,FALSE,1,19:04.1,,
933,1000,1,125,12/31/2019 0:00,8976,0,FALSE,1,19:37.5,,
934,1000,1,116,12/31/2019 0:00,168,0,FALSE,1,24:32.8,,
935,1000,1,40,12/31/2019 0:00,0,0,FALSE,1,34:02.5,,
936,1000,1,111,12/31/2019 0:00,0,0,FALSE,41,28:13.9,,
937,1000,1,73,12/31/2019 0:00,15511,2047,FALSE,1,39:24.4,,
938,1000,1,62,12/31/2019 0:00,0,0,FALSE,41,59:50.6,,
939,1000,1,68,12/31/2019 0:00,0,0,FALSE,1,16:55.3,,
940,1000,1,97,12/31/2019 0:00,24,6,FALSE,1,50:01.4,,
941,1000,1,138,12/31/2019 0:00,4325,999,FALSE,1,48:25.3,,
942,1000,1,127,12/31/2019 0:00,14109,5362,FALSE,1,06:25.8,,
943,1000,1,114,12/31/2019 0:00,912,0,FALSE,41,50:22.4,,
944,1000,1,137,12/31/2019 0:00,0,0,FALSE,1,18:07.9,,
945,1000,1,126,11/30/2019 0:00,22419,0,FALSE,1,25:39.5,,
946,1000,1,126,11/29/2019 0:00,0,3118,FALSE,1,26:15.2,,
947,1000,1,126,12/31/2019 0:00,25075,0,FALSE,1,38:57.1,,
948,1000,1,126,12/30/2019 0:00,0,3383,FALSE,1,39:32.3,,
950,1000,1,95,12/31/2019 0:00,1714,0,FALSE,41,38:40.3,,
951,1000,1,121,12/31/2019 0:00,0,0,FALSE,41,29:34.2,,
952,1000,1,41,12/31/2019 0:00,0,0,FALSE,41,30:36.1,,
953,1000,1,108,12/31/2019 0:00,0,0,FALSE,41,56:06.1,,
954,1000,1,1,12/31/2019 0:00,0,0,FALSE,41,57:10.7,,
955,1000,1,91,12/31/2019 0:00,0,0,FALSE,41,58:37.2,,
956,1000,1,64,12/31/2019 0:00,2737,2537,FALSE,41,00:09.3,,
957,1000,1,94,12/31/2019 0:00,0,0,FALSE,41,01:22.0,,
960,1000,1,102,12/31/2019 0:00,106,0,FALSE,1,43:07.8,,
961,1000,1,128,12/31/2019 0:00,0,0,FALSE,41,05:00.6,,
962,1000,1,29,12/31/2019 0:00,0,0,FALSE,41,18:58.1,,
963,1000,1,37,12/31/2019 0:00,0,0,FALSE,41,29:17.6,,
964,1000,1,122,12/31/2019 0:00,0,0,FALSE,41,36:17.1,,
965,1000,1,90,12/31/2019 0:00,11372,4571,FALSE,41,27:12.6,41,26:03.1
966,1000,1,110,12/31/2019 0:00,0,0,FALSE,41,22:52.6,,
968,1000,1,56,12/31/2019 0:00,0,0,FALSE,41,44:47.6,,
969,1000,1,23,12/30/2019 0:00,3313,0,FALSE,41,12:24.8,41,42:50.5
970,1000,1,23,12/31/2019 0:00,0,569,FALSE,41,13:22.4,41,43:25.0
972,1000,1,30,1/31/2020 0:00,0,0,FALSE,1,40:48.3,,
973,1000,1,49,12/30/2019 0:00,0,0,FALSE,41,19:22.4,,
974,1000,1,49,12/31/2019 0:00,1280,7546,FALSE,41,20:54.2,,
975,1000,1,117,1/31/2020 0:00,1302,0,FALSE,1,23:15.3,,
976,1000,1,117,1/30/2020 0:00,0,580,FALSE,1,23:57.5,,
977,1000,1,118,1/31/2020 0:00,0,0,FALSE,41,34:54.6,,
979,1000,1,56,1/31/2020 0:00,0,0,FALSE,41,50:06.5,,
980,1000,1,4,1/31/2020 0:00,0,1368,FALSE,1,33:36.7,,
981,1000,1,95,1/31/2020 0:00,1211,0,FALSE,41,08:33.6,41,52:34.8
982,1000,1,142,1/31/2020 0:00,0,0,FALSE,41,34:39.3,,
983,1000,1,122,1/31/2020 0:00,0,0,FALSE,41,42:56.5,,
984,1000,1,111,1/31/2020 0:00,0,181,FALSE,41,11:39.8,,
985,1000,1,128,1/31/2020 0:00,0,0,FALSE,41,40:10.1,,
986,1000,1,53,11/30/2019 0:00,3990,15835,FALSE,41,43:32.9,,
987,1000,1,124,1/31/2020 0:00,0,0,FALSE,1,09:48.6,,
988,1000,1,29,1/31/2020 0:00,0,0,FALSE,41,10:56.0,,
989,1000,1,20,1/31/2020 0:00,0,0,FALSE,41,40:07.4,,
990,1000,1,110,1/31/2020 0:00,0,0,FALSE,41,30:15.4,,
994,1000,1,114,1/31/2020 0:00,1518,1509,FALSE,41,19:36.3,,
995,1000,1,3,1/31/2020 0:00,0,219,FALSE,1,58:39.4,,
996,1000,1,62,1/31/2020 0:00,0,3281,FALSE,41,25:46.9,,
999,1000,1,24,1/31/2020 0:00,0,0,FALSE,1,47:15.1,,
1000,1000,1,64,1/31/2020 0:00,5333,5000,FALSE,41,50:21.5,41,12:04.4
1002,1000,1,70,1/31/2020 0:00,269,274,FALSE,1,07:59.3,156,56:00.2
1003,1000,1,106,1/31/2020 0:00,0,1128,FALSE,1,46:43.3,,
1004,1000,1,135,1/31/2020 0:00,0,0,FALSE,1,08:44.1,,
1005,1000,1,125,1/31/2020 0:00,2832,0,FALSE,1,13:06.5,,
1006,1000,1,125,1/30/2020 0:00,0,0,FALSE,1,14:15.5,,
1007,1000,1,101,1/31/2020 0:00,0,0,FALSE,1,56:51.3,,
1009,1000,1,54,1/29/2020 0:00,0,10,FALSE,1,05:32.6,,
1010,1000,1,78,1/31/2020 0:00,0,0,FALSE,1,41:46.1,,
1011,1000,1,87,1/31/2020 0:00,3453,3742,FALSE,1,37:59.8,,
1012,1000,1,81,1/31/2020 0:00,0,44,FALSE,156,30:09.1,,
1013,1000,1,81,11/30/2018 0:00,0,941,FALSE,156,49:38.8,,
1016,1000,1,142,2/29/2020 0:00,0,0,FALSE,156,08:13.3,,
1017,1000,1,93,2/29/2020 0:00,0,0,FALSE,156,38:15.9,48,58:15.1
1018,1000,1,56,2/29/2020 0:00,0,0,FALSE,156,50:44.0,,
1019,1000,1,122,2/29/2020 0:00,0,0,FALSE,156,57:48.8,,
1020,1000,1,104,1/31/2020 0:00,0,0,FALSE,1,00:36.7,,
1021,1000,1,104,2/29/2020 0:00,0,0,FALSE,1,01:29.7,,
1022,1000,1,1,2/29/2020 0:00,0,0,FALSE,156,52:20.0,,
1023,1000,1,135,2/29/2020 0:00,0,0,FALSE,1,32:59.8,,
1024,1000,1,37,2/29/2020 0:00,0,0,FALSE,156,01:39.1,48,49:19.8
1025,1000,1,94,2/29/2020 0:00,0,0,FALSE,156,24:59.3,,
1026,1000,1,127,2/29/2020 0:00,0,305,FALSE,156,08:32.4,,
1027,1000,1,111,2/29/2020 0:00,0,0,FALSE,156,12:21.2,,
1028,1000,1,30,2/29/2020 0:00,0,0,FALSE,156,00:58.1,,
1029,1000,1,24,2/29/2020 0:00,0,0,FALSE,156,29:33.2,,
1030,1000,1,108,2/29/2020 0:00,0,0,FALSE,1,3/10/2020 17:51,,
1031,1000,1,133,2/29/2020 0:00,0,0,FALSE,156,50:26.4,,
1034,1000,1,53,12/31/2019 0:00,9758,5555,FALSE,41,12:38.0,,
1035,1000,1,137,2/29/2020 0:00,0,0,FALSE,156,18:06.0,,
1036,1000,1,105,1/31/2020 0:00,0,2816,FALSE,1,18:23.4,,
1037,1000,1,41,1/31/2020 0:00,209,0,FALSE,156,50:35.3,,
1038,1000,1,78,2/29/2020 0:00,0,274,FALSE,156,49:20.3,,
1039,1000,1,41,2/29/2020 0:00,0,0,FALSE,156,40:58.5,,
1040,1000,1,4,2/29/2020 0:00,0,714,FALSE,156,09:54.9,,
1041,1000,1,114,2/29/2020 0:00,193,0,FALSE,156,47:01.1,,
1042,1000,1,3,2/29/2020 0:00,0,219,FALSE,1,34:01.9,,
1043,1000,1,128,2/29/2020 0:00,0,0,FALSE,1,22:01.2,,
1044,1000,1,87,2/29/2020 0:00,0,0,FALSE,1,59:39.0,,
1045,1000,1,40,2/29/2020 0:00,0,0,FALSE,156,35:48.1,,
1046,1000,1,144,2/29/2020 0:00,0,0,FALSE,156,49:17.7,,
1047,1000,1,110,2/29/2020 0:00,0,0,FALSE,156,07:24.8,,
1048,1000,1,81,2/29/2020 0:00,0,0,FALSE,156,52:02.6,,
1049,1000,1,81,2/28/2020 0:00,0,0,FALSE,156,52:59.9,,
1050,1000,1,118,2/29/2020 0:00,0,0,FALSE,156,13:39.0,,
1052,1000,1,43,2/29/2020 0:00,0,0,FALSE,156,08:01.9,48,57:29.1
1053,1000,1,117,2/29/2020 0:00,1095,494,FALSE,1,30:11.9,,
1054,1000,1,117,2/28/2020 0:00,0,455,FALSE,1,30:49.7,,
1057,1000,1,95,2/29/2020 0:00,372,0,FALSE,41,01:26.9,,
1058,1000,1,62,2/29/2020 0:00,1830,740,FALSE,41,06:43.2,,
1059,1000,1,131,1/31/2020 0:00,0,180,FALSE,156,49:58.6,48,02:13.0
1060,1000,1,91,2/29/2020 0:00,0,135,FALSE,156,16:25.4,,
1062,1000,1,132,1/31/2020 0:00,0,0,FALSE,156,39:09.3,,
1063,1000,1,132,2/29/2020 0:00,0,0,FALSE,156,40:16.2,,
1064,1000,1,20,2/29/2020 0:00,0,0,FALSE,41,41:14.4,,
1065,1000,1,131,2/29/2020 0:00,412,0,FALSE,156,02:13.8,48,02:25.2
1066,1000,1,106,2/29/2020 0:00,0,752,FALSE,156,36:14.0,,
1067,1000,1,124,2/29/2020 0:00,0,0,FALSE,156,28:08.2,,
1068,1000,1,125,2/29/2020 0:00,0,0,FALSE,156,46:14.7,,
1069,1000,1,125,2/28/2020 0:00,4028,0,FALSE,156,46:55.6,,
1070,1000,1,101,2/29/2020 0:00,0,0,FALSE,156,34:35.6,,
1071,1000,1,138,2/29/2020 0:00,0,0,FALSE,156,19:44.2,,
1072,1000,1,29,2/29/2020 0:00,0,0,FALSE,156,06:11.6,,
1073,1000,1,147,12/31/2019 0:00,0,0,FALSE,156,21:59.2,,
1074,1000,1,147,2/29/2020 0:00,0,0,FALSE,156,22:20.7,,
1075,1000,1,121,1/31/2020 0:00,0,0,FALSE,1,30:53.4,,
1076,1000,1,121,2/29/2020 0:00,0,0,FALSE,1,31:18.9,,
1077,1000,1,70,2/29/2020 0:00,775,283,FALSE,156,31:33.8,,
1078,1000,1,126,1/31/2020 0:00,17207,0,FALSE,1,53:54.1,,
1079,1000,1,126,1/30/2020 0:00,0,1853,FALSE,1,54:42.2,,
1080,1000,1,126,2/28/2020 0:00,20975,0,FALSE,1,55:23.7,,
1081,1000,1,126,2/29/2020 0:00,0,1478,FALSE,1,56:01.8,,
1082,1000,1,73,2/29/2020 0:00,0,0,FALSE,1,47:54.5,,
1083,1000,1,105,2/29/2020 0:00,0,2469,FALSE,1,59:43.8,,
1084,1000,1,116,2/29/2020 0:00,0,0,FALSE,1,11:21.8,,
1085,1000,1,136,2/29/2020 0:00,2125,436,FALSE,1,45:52.1,,
1086,1000,1,97,2/29/2020 0:00,837,1196,FALSE,1,01:40.8,,
1088,1000,1,68,2/29/2020 0:00,336,2288,FALSE,1,06:30.1,,
1089,1000,1,64,2/29/2020 0:00,1914,2717,FALSE,41,35:43.0,,
1090,1000,1,23,2/29/2020 0:00,846,86,FALSE,41,33:36.6,41,55:48.0
1091,1000,1,7,11/30/2019 0:00,1992,0,FALSE,41,13:14.5,,
1092,1000,1,7,12/31/2019 0:00,156,0,FALSE,41,28:22.4,,
1093,1000,1,116,2/29/2020 0:00,90,0,FALSE,156,01:07.0,,
1095,1000,1,97,4/30/2019 0:00,0,0,FALSE,156,56:47.9,,
1096,1000,1,97,6/30/2019 0:00,156,999,FALSE,156,59:07.5,,
1097,1000,1,95,3/31/2020 0:00,0,0,FALSE,41,33:18.6,,
1098,1000,1,104,3/31/2020 0:00,0,0,FALSE,156,06:09.4,,
1101,1000,1,3,3/31/2020 0:00,0,219,FALSE,156,19:20.7,,
1103,1000,1,111,3/31/2020 0:00,0,0,FALSE,156,28:00.7,,
1104,1000,1,118,3/31/2020 0:00,0,0,FALSE,156,32:50.4,,
1107,1000,1,149,3/31/2020 0:00,0,4568,FALSE,156,25:35.5,,
1108,1000,1,149,3/30/2020 0:00,28903,11655,FALSE,156,27:07.7,,
1109,1000,1,41,3/31/2020 0:00,0,0,FALSE,156,01:21.7,,
1110,1000,1,30,3/31/2020 0:00,0,0,FALSE,156,14:24.7,,
1111,1000,1,56,3/31/2020 0:00,0,0,FALSE,156,16:46.0,,
1112,1000,1,135,3/31/2020 0:00,0,0,FALSE,156,33:55.6,,
1113,1000,1,54,1/31/2020 0:00,2603,0,FALSE,156,30:41.6,,
1114,1000,1,54,2/29/2020 0:00,0,1413,FALSE,156,34:40.5,,
1116,1000,1,54,2/28/2020 0:00,2497,0,FALSE,156,16:43.0,1,54:07.5
1117,1000,1,54,3/31/2020 0:00,2540,0,FALSE,156,20:29.2,,
1118,1000,1,54,3/30/2020 0:00,0,940,FALSE,156,25:45.9,,
1119,1000,1,29,3/31/2020 0:00,0,0,FALSE,156,36:54.2,,
1120,1000,1,4,3/31/2020 0:00,0,0,FALSE,156,50:38.1,,
1121,1000,1,142,3/31/2020 0:00,0,0,FALSE,156,01:51.4,,
1122,1000,1,81,3/31/2020 0:00,0,0,FALSE,156,32:00.1,,
1123,1000,1,81,3/30/2020 0:00,0,0,FALSE,156,32:27.9,,
1125,1000,1,114,3/31/2020 0:00,870,1116,FALSE,156,32:12.8,,
1126,1000,1,24,3/31/2020 0:00,0,0,FALSE,156,37:31.2,,
1127,1000,1,87,3/31/2020 0:00,335,0,FALSE,156,57:21.2,,
1128,1000,1,144,3/31/2020 0:00,1138,0,FALSE,156,18:10.0,,
1129,1000,1,133,3/31/2020 0:00,0,0,FALSE,156,24:11.6,,
1130,1000,1,110,3/31/2020 0:00,0,0,FALSE,156,55:33.4,,
1131,1000,1,101,3/31/2020 0:00,0,0,FALSE,156,39:31.7,,
1133,1000,1,62,3/31/2020 0:00,0,0,FALSE,41,54:18.1,,
1134,1000,1,20,3/31/2020 0:00,0,0,FALSE,41,13:17.7,,
1135,1000,1,64,3/31/2020 0:00,5333,5000,FALSE,41,23:21.6,,
1136,1000,1,63,1/31/2020 0:00,0,0,FALSE,41,11:00.4,,
1137,1000,1,63,2/29/2020 0:00,0,0,FALSE,41,11:43.3,,
1138,1000,1,63,3/31/2020 0:00,0,0,FALSE,41,12:30.8,,
1139,1000,1,125,3/31/2020 0:00,1945,0,FALSE,156,18:27.3,,
1140,1000,1,125,3/30/2020 0:00,0,0,FALSE,156,18:51.9,,
1141,1000,1,106,3/31/2020 0:00,0,376,FALSE,156,42:07.7,,
1142,1000,1,105,3/31/2020 0:00,0,2850,FALSE,156,12:57.6,,
1143,1000,1,105,3/30/2020 0:00,0,0,FALSE,156,13:21.0,,
1144,1000,1,131,3/31/2020 0:00,13216,2622,FALSE,156,59:23.9,,
1145,1000,1,122,3/31/2020 0:00,0,0,FALSE,156,16:27.3,,
1146,1000,1,70,3/31/2020 0:00,488,168,FALSE,156,28:44.7,,
1148,1000,1,78,3/31/2020 0:00,0,0,FALSE,156,52:42.4,,
1149,1000,1,121,3/31/2020 0:00,0,0,FALSE,156,26:56.5,,
1150,1000,1,121,3/30/2020 0:00,0,0,FALSE,156,32:23.1,,
1151,1000,1,124,3/31/2020 0:00,0,0,FALSE,156,25:07.7,,
1152,1000,1,128,3/31/2020 0:00,0,0,FALSE,156,43:38.0,,
1154,1000,1,21,4/30/2019 0:00,0,1995,FALSE,156,59:05.4,,
1155,1000,1,21,6/30/2019 0:00,0,1461,FALSE,156,59:58.6,,
1156,1000,1,21,10/31/2019 0:00,0,0,FALSE,156,00:26.6,,
1157,1000,1,21,11/30/2019 0:00,0,0,FALSE,156,00:56.1,,
1158,1000,1,21,12/31/2019 0:00,0,0,FALSE,156,01:21.5,,
1159,1000,1,21,1/31/2020 0:00,0,733,FALSE,156,07:03.3,,
1160,1000,1,21,2/29/2020 0:00,0,0,FALSE,156,07:41.6,,
1161,1000,1,21,3/31/2020 0:00,0,0,FALSE,156,08:10.8,,
1162,1000,1,148,2/29/2020 0:00,63846,843,FALSE,41,41:51.1,,
1163,1000,1,126,3/31/2020 0:00,12460,0,FALSE,1,52:57.2,,
1164,1000,1,126,3/31/2020 0:00,3022,5763,FALSE,1,58:52.9,,
1165,1000,1,117,3/31/2020 0:00,4174,6074,FALSE,1,19:05.1,,
1166,1000,1,117,3/31/2020 0:00,0,781,FALSE,1,19:45.4,,
1168,1000,1,111,4/30/2020 0:00,0,0,FALSE,156,11:38.4,,
1170,1000,1,30,4/30/2020 0:00,0,0,FALSE,156,38:44.1,,
1171,1000,1,24,4/30/2020 0:00,0,0,FALSE,156,43:04.4,,
1172,1000,1,133,4/30/2020 0:00,0,0,FALSE,156,51:38.4,,
1174,1000,1,118,4/30/2020 0:00,0,0,FALSE,156,05:02.2,,
1175,1000,1,135,4/30/2020 0:00,4191,18442,FALSE,156,49:35.3,,
1176,1000,1,62,4/30/2020 0:00,0,0,FALSE,156,56:50.9,,
1177,1000,1,1,4/30/2020 0:00,0,0,FALSE,156,02:12.8,,
1179,1000,1,3,4/30/2020 0:00,0,150,FALSE,156,33:53.6,,
1180,1000,1,53,1/31/2020 0:00,2120,3788,FALSE,41,40:09.2,,
1181,1000,1,142,4/30/2020 0:00,0,0,FALSE,156,40:13.7,,
1182,1000,1,56,4/30/2020 0:00,0,0,FALSE,156,42:17.7,,
1183,1000,1,146,4/30/2020 0:00,0,0,FALSE,156,29:03.9,,
1184,1000,1,20,4/30/2020 0:00,0,0,FALSE,156,42:02.5,,
1185,1000,1,122,4/30/2020 0:00,0,0,FALSE,156,09:19.5,,
1186,1000,1,86,4/30/2020 0:00,0,0,FALSE,1,08:57.2,,
1188,1000,1,90,2/29/2020 0:00,2191,209,FALSE,1,15:16.2,1,56:20.3
1189,1000,1,41,4/30/2020 0:00,0,0,FALSE,156,41:59.8,,
1190,1000,1,121,4/30/2020 0:00,0,0,FALSE,156,01:25.0,,
1191,1000,1,121,4/29/2020 0:00,0,0,FALSE,156,01:53.3,,
1192,1000,1,54,4/30/2020 0:00,0,0,FALSE,156,43:30.5,,
1194,1000,1,78,4/30/2020 0:00,0,274,FALSE,156,24:28.9,,
1195,1000,1,78,4/29/2020 0:00,0,0,FALSE,156,06:32.4,,
1196,1000,1,70,4/30/2020 0:00,157,0,FALSE,156,54:42.5,,
1197,1000,1,114,4/30/2020 0:00,1224,0,FALSE,156,06:55.9,,
1198,1000,1,95,4/30/2020 0:00,0,0,FALSE,156,17:49.8,,
1199,1000,1,110,4/30/2020 0:00,0,0,FALSE,156,00:38.2,,
1200,1000,1,128,4/30/2020 0:00,0,0,FALSE,156,27:23.9,,
1201,1000,1,125,4/30/2020 0:00,0,0,FALSE,156,47:42.6,,
1202,1000,1,125,4/29/2020 0:00,682,0,FALSE,156,51:55.6,,
1204,1000,1,29,4/30/2020 0:00,0,0,FALSE,156,28:19.5,,
1205,1000,1,81,4/30/2020 0:00,0,0,FALSE,156,39:43.0,,
1206,1000,1,81,4/29/2020 0:00,0,0,FALSE,156,40:29.6,,
1207,1000,1,4,4/30/2020 0:00,0,0,FALSE,156,41:08.7,,
1208,1000,1,87,4/30/2020 0:00,779,0,FALSE,1,52:20.8,,
1209,1000,1,105,4/30/2020 0:00,0,0,FALSE,156,59:59.5,,
1210,1000,1,105,4/29/2020 0:00,0,0,FALSE,156,00:25.7,,
1211,1000,1,131,4/30/2020 0:00,0,174,FALSE,156,35:10.3,,
1212,1000,1,21,4/30/2020 0:00,0,0,FALSE,156,45:13.1,,
1213,1000,1,124,4/30/2020 0:00,0,0,FALSE,156,41:04.0,,
1214,1000,1,94,4/30/2020 0:00,0,0,FALSE,156,33:15.4,,
1215,1000,1,127,4/30/2020 0:00,0,0,FALSE,156,32:01.8,,
1216,1000,1,136,4/30/2020 0:00,0,0,FALSE,156,05:41.5,,
1218,1000,1,137,4/30/2020 0:00,0,0,FALSE,156,11:42.7,,
1219,1000,1,102,4/30/2020 0:00,0,0,FALSE,156,52:49.5,,
1220,1000,1,68,4/30/2020 0:00,0,0,FALSE,156,38:03.9,,
1221,1000,1,40,4/30/2020 0:00,0,0,FALSE,156,52:22.4,,
1223,1000,1,138,4/30/2020 0:00,4554,1400,FALSE,156,21:16.6,,
1225,1000,1,102,2/29/2020 0:00,866,2414,FALSE,156,46:28.5,,
1226,1000,1,145,4/30/2020 0:00,0,0,FALSE,156,50:50.7,,
1227,1000,1,91,4/30/2020 0:00,0,0,FALSE,156,24:22.1,,
1229,1000,1,106,4/30/2020 0:00,752,20,FALSE,156,20:25.9,,
1233,1000,1,80,7/31/2018 0:00,0,0,FALSE,156,50:18.2,,
1234,1000,1,80,7/30/2018 0:00,2575,0,FALSE,156,12:59.6,,
1235,1000,1,80,8/31/2018 0:00,0,0,FALSE,156,24:01.6,,
1236,1000,1,80,8/30/2018 0:00,3931,0,FALSE,156,29:17.6,,
1237,1000,1,80,9/30/2018 0:00,0,0,FALSE,156,38:05.9,,
1238,1000,1,80,10/31/2018 0:00,3807,0,FALSE,156,50:22.3,,
1239,1000,1,80,11/30/2018 0:00,3732,0,FALSE,156,01:55.8,,
1240,1000,1,80,12/31/2018 0:00,0,0,FALSE,156,11:30.8,,
1241,1000,1,116,4/30/2020 0:00,0,0,FALSE,1,50:07.5,,
1244,1000,1,132,3/31/2020 0:00,0,0,FALSE,156,18:44.2,,
1245,1000,1,149,4/30/2020 0:00,4400,12211,FALSE,156,27:30.0,,
1246,1000,1,73,4/30/2020 0:00,0,0,FALSE,156,28:04.6,,
1247,1000,1,126,4/30/2020 0:00,13438,0,FALSE,156,31:05.5,,
1248,1000,1,126,4/29/2020 0:00,1045,2730,FALSE,156,36:59.4,,
1249,1000,1,117,4/30/2020 0:00,2077,0,FALSE,1,06:26.3,,
1250,1000,1,117,4/29/2020 0:00,0,979,FALSE,1,07:04.4,,
1251,1000,1,53,2/29/2020 0:00,4472,1905,FALSE,41,31:54.4,,
1252,1000,1,23,5/29/2020 0:00,13990,5679,FALSE,156,03:22.3,,
1253,1000,1,86,4/28/2020 0:00,1103,0,FALSE,156,58:10.5,,
1254,1000,1,3,5/31/2020 0:00,0,219,FALSE,156,23:04.6,,
1255,1000,1,135,5/31/2020 0:00,0,0,FALSE,156,21:56.8,,
1256,1000,1,102,12/31/2016 0:00,0,3744,FALSE,1,28:12.0,,
1257,1000,1,102,4/30/2017 0:00,1316,226,FALSE,1,57:00.2,,
1258,1000,1,102,6/30/2017 0:00,0,544,FALSE,1,01:11.3,,
1259,1000,1,102,8/31/2017 0:00,336,6,FALSE,1,05:46.7,,
1260,1000,1,102,10/31/2017 0:00,5943,2300,FALSE,1,26:19.6,,
1261,1000,1,102,12/31/2017 0:00,0,0,FALSE,1,29:04.0,,
1263,1000,1,56,5/31/2020 0:00,0,0,FALSE,156,37:45.7,,
1264,1000,1,142,5/31/2020 0:00,0,0,FALSE,156,48:13.2,,
1265,1000,1,122,5/31/2020 0:00,46,0,FALSE,156,03:26.5,180,04:02.6
1266,1000,1,30,5/31/2020 0:00,0,0,FALSE,156,01:54.3,,
1267,1000,1,24,5/31/2020 0:00,0,0,FALSE,156,11:24.9,,
1268,1000,1,111,5/31/2020 0:00,0,0,FALSE,156,33:20.2,,
1269,1000,1,110,5/31/2020 0:00,0,0,FALSE,156,44:57.6,,
1270,1000,1,128,5/31/2020 0:00,0,0,FALSE,156,42:22.0,,
1272,1000,1,133,5/31/2020 0:00,0,0,FALSE,156,42:47.3,,
1273,1000,1,41,5/31/2020 0:00,0,0,FALSE,156,58:21.5,,
1274,1000,1,149,5/31/2020 0:00,2218,5773,FALSE,156,20:21.3,,
1275,1000,1,87,5/31/2020 0:00,6166,2353,FALSE,1,57:22.2,,
1276,1000,1,114,5/31/2020 0:00,836,0,FALSE,156,32:05.6,,
1277,1000,1,78,5/31/2020 0:00,0,0,FALSE,156,11:52.2,,
1278,1000,1,118,5/31/2020 0:00,0,0,FALSE,156,10:26.0,,
1279,1000,1,29,5/31/2020 0:00,0,0,FALSE,156,09:11.6,,
1283,1000,1,105,5/31/2020 0:00,0,0,FALSE,156,59:40.4,,
1284,1000,1,131,5/31/2020 0:00,16290,174,FALSE,156,11:47.2,,
1285,1000,1,125,5/31/2020 0:00,0,0,FALSE,156,51:20.3,,
1286,1000,1,125,5/30/2020 0:00,2027,0,FALSE,156,56:15.8,,
1287,1000,1,121,5/31/2020 0:00,0,0,FALSE,156,35:22.9,,
1288,1000,1,121,5/30/2020 0:00,0,0,FALSE,156,41:52.7,,
1289,1000,1,4,5/31/2020 0:00,0,0,FALSE,156,28:16.0,,
1290,1000,1,117,5/31/2020 0:00,1405,706,FALSE,156,21:08.4,,
1291,1000,1,117,5/30/2020 0:00,0,650,FALSE,156,24:26.8,,
1292,1000,1,106,5/31/2020 0:00,0,752,FALSE,156,35:23.3,,
