PTAXID,COMPANYID,BRANCHID,CLIENTID,DATE,VAT,INCOMETAX,DELETESTATUS,CREATEDBY,CREATEDDATETIME,MODIFIEDBY,MODIFIEDDATETIME
1706,1000,1,1,10/31/2020 0:00,0,0,FALSE,156,11:06.8,,
1707,1000,1,138,10/31/2020 0:00,1263,178,FALSE,156,24:40.8,,
1708,1000,1,117,10/31/2020 0:00,0,0,FALSE,156,41:20.7,,
1709,1000,1,117,10/30/2020 0:00,0,1076,FALSE,156,47:03.9,,
1710,1000,1,148,10/31/2020 0:00,0,12140,FALSE,156,23:43.7,,
1711,1000,1,116,10/31/2020 0:00,0,0,FALSE,156,24:02.6,,
1712,1000,1,159,8/31/2020 0:00,0,0,FALSE,156,47:36.5,,
1714,1000,1,73,10/31/2020 0:00,0,0,FALSE,156,37:19.9,,
1717,1000,1,43,10/31/2020 0:00,0,0,FALSE,48,03:45.1,,
1718,1000,1,93,10/31/2020 0:00,0,0,FALSE,48,18:58.1,,
1719,1000,1,161,10/31/2020 0:00,0,0,FALSE,156,58:44.0,,
1720,1000,1,126,10/31/2020 0:00,0,0,FALSE,156,03:05.9,,
1721,1000,1,126,10/30/2020 0:00,783,2975,FALSE,156,06:32.0,,
1722,1000,1,101,10/31/2020 0:00,0,0,FALSE,48,14:45.6,,
1724,1000,1,37,10/31/2020 0:00,0,0,FALSE,48,31:39.4,,
1725,1000,1,164,10/31/2020 0:00,0,286,FALSE,156,35:22.3,,
1726,1000,1,90,10/30/2020 0:00,0,0,FALSE,156,45:48.7,,
1727,1000,1,4,10/31/2020 0:00,0,0,FALSE,156,12:48.0,,
1728,1000,1,151,10/31/2020 0:00,0,0,FALSE,156,33:10.7,,
1729,1000,1,145,10/31/2020 0:00,0,0,FALSE,156,56:55.4,,
1730,1000,1,157,10/31/2020 0:00,0,0,FALSE,156,20:18.2,,
1732,1000,1,127,10/31/2020 0:00,26884,10364,FALSE,156,35:33.1,,
1733,1000,1,128,10/31/2020 0:00,0,1661,FALSE,156,12:59.8,,
1735,1000,1,86,8/31/2020 0:00,3185,32,FALSE,156,30:04.6,,
1736,1000,1,40,10/31/2020 0:00,0,0,FALSE,156,54:26.4,,
1738,1000,1,94,10/31/2020 0:00,0,0,FALSE,156,33:03.1,,
1739,1000,1,136,10/31/2020 0:00,3616,5655,FALSE,156,41:30.2,,
1740,1000,1,87,1/31/2017 0:00,5011,4571,FALSE,156,38:25.8,,
1742,1000,1,87,11/30/2017 0:00,4680,3506,FALSE,156,49:03.7,,
1743,1000,1,97,10/31/2020 0:00,902,0,FALSE,156,01:39.6,,
1744,1000,1,20,10/31/2020 0:00,0,0,FALSE,156,44:23.1,,
1745,1000,1,108,10/31/2020 0:00,0,0,FALSE,156,20:32.2,,
1750,1000,1,63,10/31/2020 0:00,0,0,FALSE,156,36:20.2,,
1751,1000,1,63,10/30/2020 0:00,0,0,FALSE,156,40:06.3,,
1753,1000,1,87,8/31/2017 0:00,5493,4809,FALSE,156,40:50.1,,
1754,1000,1,165,5/31/2020 0:00,0,0,FALSE,156,57:27.2,,
1755,1000,1,165,6/30/2020 0:00,21225,12623,FALSE,156,08:27.6,,
1756,1000,1,163,11/30/2020 0:00,1219,0,FALSE,156,30:20.4,,
1758,1000,1,148,10/29/2020 0:00,71117,8247,FALSE,156,40:45.9,,
1759,1000,1,102,10/31/2020 0:00,88,1388,FALSE,156,40:40.2,,
1760,1000,1,164,11/30/2020 0:00,0,0,FALSE,156,55:23.8,,
1761,1000,1,131,11/30/2020 0:00,9916,2867,FALSE,156,42:44.4,,
1762,1000,1,121,11/30/2020 0:00,0,0,FALSE,156,37:32.8,,
1763,1000,1,135,11/30/2020 0:00,0,0,FALSE,156,44:12.6,,
1764,1000,1,114,11/30/2020 0:00,0,0,FALSE,156,33:02.0,,
1765,1000,1,24,11/30/2020 0:00,0,0,FALSE,156,43:32.2,,
1766,1000,1,30,11/30/2020 0:00,0,0,FALSE,156,03:02.9,,
1767,1000,1,41,11/30/2020 0:00,0,0,FALSE,156,55:19.3,,
1768,1000,1,105,11/30/2020 0:00,732,2056,FALSE,156,43:09.6,,
1769,1000,1,149,11/30/2020 0:00,10771,26328,FALSE,156,16:22.6,,
1770,1000,1,133,11/30/2020 0:00,0,0,FALSE,156,23:31.5,,
1771,1000,1,29,11/30/2020 0:00,0,0,FALSE,156,58:20.8,,
1772,1000,1,157,11/30/2020 0:00,0,0,FALSE,156,46:02.3,,
1773,1000,1,95,11/30/2020 0:00,0,0,FALSE,156,01:31.9,,
1774,1000,1,70,11/30/2020 0:00,0,0,FALSE,156,08:19.9,,
1775,1000,1,144,11/30/2020 0:00,0,0,FALSE,156,13:09.1,,
1776,1000,1,110,11/30/2020 0:00,0,0,FALSE,156,21:19.0,,
1778,1000,1,43,11/30/2020 0:00,0,0,FALSE,48,01:35.6,,
1779,1000,1,101,11/30/2020 0:00,0,0,FALSE,48,43:04.3,,
1780,1000,1,3,11/30/2020 0:00,0,382,FALSE,156,01:39.2,,
1781,1000,1,126,11/30/2020 0:00,6465,0,FALSE,156,27:57.7,,
1782,1000,1,126,11/29/2020 0:00,783,3648,FALSE,156,31:13.5,,
1783,1000,1,132,11/30/2020 0:00,0,0,FALSE,156,41:08.2,,
1785,1000,1,122,11/30/2020 0:00,0,0,FALSE,156,49:40.2,,
1787,1000,1,56,11/30/2020 0:00,1966,760,FALSE,156,14:08.1,,
1788,1000,1,87,11/30/2020 0:00,6943,3685,FALSE,156,25:48.5,,
1789,1000,1,39,11/30/2020 0:00,0,9161,FALSE,156,15:11.0,,
1792,1000,1,54,11/30/2020 0:00,0,0,FALSE,156,34:51.4,,
1793,1000,1,54,11/29/2020 0:00,4868,0,FALSE,156,39:41.1,,
1794,1000,1,111,11/30/2020 0:00,355,0,FALSE,156,51:14.1,,
1795,1000,1,105,9/30/2020 0:00,252,0,FALSE,156,56:29.6,,
1797,1000,1,62,11/30/2020 0:00,0,749,FALSE,156,32:54.6,,
1798,1000,1,106,11/30/2020 0:00,0,752,FALSE,156,02:59.6,,
1799,1000,1,81,11/30/2020 0:00,0,0,FALSE,156,15:44.7,,
1800,1000,1,78,11/30/2020 0:00,0,0,FALSE,156,36:18.9,,
1801,1000,1,117,11/30/2020 0:00,3854,0,FALSE,156,06:38.0,,
1802,1000,1,117,11/29/2020 0:00,0,1733,FALSE,156,08:43.6,,
1803,1000,1,4,11/30/2020 0:00,0,0,FALSE,156,46:43.0,,
1804,1000,1,118,11/30/2020 0:00,0,0,FALSE,156,34:38.8,,
1805,1000,1,124,11/30/2020 0:00,0,0,FALSE,156,19:00.3,,
1806,1000,1,21,11/30/2020 0:00,0,0,FALSE,156,32:06.1,,
1807,1000,1,142,11/30/2020 0:00,1537,0,FALSE,156,25:54.9,,
1808,1000,1,125,11/30/2020 0:00,0,1815,FALSE,156,29:16.0,,
1809,1000,1,125,11/29/2020 0:00,2160,0,FALSE,156,29:56.7,,
1810,1000,1,153,11/30/2020 0:00,0,0,FALSE,156,17:07.2,,
1811,1000,1,153,11/29/2020 0:00,0,0,FALSE,156,26:36.8,,
1813,1000,1,152,11/30/2020 0:00,937,13908,FALSE,156,38:21.8,1,50:01.3
1814,1000,1,148,11/30/2020 0:00,0,13073,FALSE,156,21:15.0,,
1815,1000,1,128,11/30/2020 0:00,0,2148,FALSE,156,41:03.0,,
1816,1000,1,148,11/29/2020 0:00,75144,8826,FALSE,156,59:26.5,,
1817,1000,1,135,12/31/2020 0:00,0,0,FALSE,156,07:07.4,,
1818,1000,1,56,12/31/2020 0:00,0,0,FALSE,156,25:03.4,,
1819,1000,1,56,10/31/2020 0:00,391,128,FALSE,156,59:41.5,,
1821,1000,1,54,12/31/2020 0:00,0,0,FALSE,156,20:53.8,,
1823,1000,1,122,12/31/2020 0:00,2745,769,FALSE,156,58:39.6,,
1824,1000,1,111,12/31/2020 0:00,0,0,FALSE,156,06:53.8,,
1825,1000,1,24,12/31/2020 0:00,0,0,FALSE,156,38:22.2,,
1826,1000,1,133,12/31/2020 0:00,0,0,FALSE,156,18:04.4,,
1827,1000,1,153,12/31/2020 0:00,288,600,FALSE,156,33:02.2,,
1828,1000,1,153,12/30/2020 0:00,0,0,FALSE,156,35:05.0,,
1829,1000,1,132,12/31/2020 0:00,0,0,FALSE,156,01:44.5,,
1831,1000,1,132,11/29/2020 0:00,0,470,FALSE,156,18:08.0,,
1832,1000,1,121,12/31/2020 0:00,0,0,FALSE,156,36:37.0,,
1833,1000,1,30,12/31/2020 0:00,0,0,FALSE,156,48:48.5,,
1834,1000,1,3,12/31/2020 0:00,0,219,FALSE,156,00:15.2,,
1835,1000,1,41,12/31/2020 0:00,0,0,FALSE,156,58:29.7,,
1836,1000,1,128,12/31/2020 0:00,0,2268,FALSE,156,17:54.6,,
1837,1000,1,70,12/31/2020 0:00,0,0,FALSE,156,18:42.1,,
1838,1000,1,144,12/31/2020 0:00,0,0,FALSE,156,45:49.4,,
1839,1000,1,157,12/31/2020 0:00,0,0,FALSE,156,29:10.6,,
1840,1000,1,110,12/31/2020 0:00,0,0,FALSE,156,55:25.4,,
1841,1000,1,29,12/31/2020 0:00,0,0,FALSE,156,06:15.7,,
1842,1000,1,62,12/31/2020 0:00,0,0,FALSE,156,12:36.7,,
1843,1000,1,87,12/31/2020 0:00,2602,1151,FALSE,156,09:32.0,,
1844,1000,1,78,12/31/2020 0:00,0,0,FALSE,156,22:50.8,,
1845,1000,1,114,12/31/2020 0:00,0,0,FALSE,156,26:07.6,,
1846,1000,1,131,12/31/2020 0:00,8960,3682,FALSE,156,22:33.2,,
1847,1000,1,4,12/31/2020 0:00,0,0,FALSE,156,15:32.3,,
1848,1000,1,106,12/31/2020 0:00,0,376,FALSE,156,37:24.7,,
1849,1000,1,118,12/31/2020 0:00,0,0,FALSE,156,57:40.8,,
1850,1000,1,21,12/31/2020 0:00,0,0,FALSE,156,36:56.8,,
1851,1000,1,105,12/31/2020 0:00,668,2299,FALSE,156,43:07.4,,
1854,1000,1,81,12/31/2020 0:00,0,0,FALSE,156,33:57.4,,
1855,1000,1,117,12/31/2020 0:00,970,0,FALSE,156,31:00.4,,
1856,1000,1,117,12/30/2020 0:00,0,1634,FALSE,156,38:32.5,,
1857,1000,1,125,12/31/2020 0:00,0,3338,FALSE,156,13:58.4,,
1858,1000,1,125,12/30/2020 0:00,5354,0,FALSE,156,47:35.6,,
1859,1000,1,124,12/31/2020 0:00,0,0,FALSE,156,18:49.3,,
1860,1000,1,146,12/31/2020 0:00,0,0,FALSE,156,11:07.6,,
1861,1000,1,43,12/31/2020 0:00,0,0,FALSE,48,20:20.5,,
1863,1000,1,93,12/31/2020 0:00,0,0,FALSE,48,29:07.1,,
1864,1000,1,94,12/31/2020 0:00,0,0,FALSE,156,29:14.3,,
1865,1000,1,127,12/31/2020 0:00,0,0,FALSE,156,35:11.4,,
1866,1000,1,149,12/31/2020 0:00,27697,19933,FALSE,156,59:12.7,,
1870,1000,1,1,12/31/2020 0:00,621,53,FALSE,156,43:28.1,,
1871,1000,1,95,12/31/2020 0:00,2143,0,FALSE,156,58:10.3,,
1872,1000,1,147,10/31/2020 0:00,0,0,FALSE,156,29:49.9,,
1873,1000,1,147,12/31/2020 0:00,0,0,FALSE,156,31:34.0,,
1875,1000,1,40,12/31/2020 0:00,0,0,FALSE,156,41:41.4,,
1876,1000,1,148,12/31/2020 0:00,0,13952,FALSE,156,55:53.0,,
1877,1000,1,126,12/31/2020 0:00,8393,0,FALSE,156,37:12.4,,
1878,1000,1,126,12/30/2020 0:00,1068,1233,FALSE,156,41:24.2,,
1879,1000,1,68,12/31/2020 0:00,0,0,FALSE,156,48:57.1,,
1880,1000,1,91,12/31/2020 0:00,0,0,FALSE,156,32:33.6,,
1882,1000,1,108,12/30/2020 0:00,1480,0,FALSE,156,51:49.3,,
1883,1000,1,108,12/31/2020 0:00,0,0,FALSE,156,00:29.1,,
1885,1000,1,138,12/31/2020 0:00,1167,304,FALSE,156,18:33.8,,
1886,1000,1,164,12/31/2020 0:00,0,1622,FALSE,156,43:27.0,,
1887,1000,1,116,12/31/2020 0:00,0,0,FALSE,156,26:52.5,,
1888,1000,1,23,12/31/2020 0:00,0,0,FALSE,156,58:43.3,,
1889,1000,1,136,12/31/2020 0:00,0,4550,FALSE,156,54:01.8,,
1890,1000,1,63,11/30/2020 0:00,0,0,FALSE,156,12:59.4,,
1891,1000,1,63,11/29/2020 0:00,0,0,FALSE,156,16:55.5,,
1892,1000,1,63,12/31/2020 0:00,0,0,FALSE,156,21:16.6,,
1893,1000,1,63,12/30/2020 0:00,0,0,FALSE,156,23:41.9,,
1894,1000,1,136,8/31/2017 0:00,3329,151,FALSE,156,36:56.8,,
1895,1000,1,97,12/31/2020 0:00,1002,0,FALSE,156,43:27.2,,
1896,1000,1,90,12/31/2020 0:00,0,0,FALSE,156,08:14.5,,
1897,1000,1,163,12/31/2020 0:00,3166,0,FALSE,156,13:43.4,,
1898,1000,1,20,11/30/2020 0:00,0,0,FALSE,156,01:15.2,,
1899,1000,1,20,12/31/2020 0:00,0,0,FALSE,156,11:33.3,,
1900,1000,1,161,12/31/2020 0:00,0,0,FALSE,156,24:57.4,,
1901,1000,1,151,12/31/2020 0:00,0,0,FALSE,156,45:38.3,,
1904,1000,1,86,12/31/2020 0:00,4791,689,FALSE,156,17:48.7,,
1905,1000,1,86,12/30/2020 0:00,802,0,FALSE,156,30:41.8,,
1906,1000,1,86,2/29/2020 0:00,4800,883,FALSE,156,13:47.6,,
1907,1000,1,86,2/28/2020 0:00,1643,0,FALSE,156,17:59.0,,
1908,1000,1,86,8/30/2020 0:00,1179,0,FALSE,156,25:47.5,,
1909,1000,1,159,12/31/2020 0:00,985,8964,FALSE,156,21:13.4,,
1910,1000,1,159,10/31/2020 0:00,1865,0,FALSE,156,10:52.1,,
1913,1000,1,104,10/31/2020 0:00,0,0,FALSE,156,55:12.8,,
1914,1000,1,104,11/30/2020 0:00,0,0,FALSE,156,11:29.6,,
1915,1000,1,104,12/31/2020 0:00,0,10558,FALSE,156,14:46.2,,
1916,1000,1,54,12/30/2020 0:00,3878,0,FALSE,156,43:01.9,,
1917,1000,1,145,12/31/2020 0:00,0,0,FALSE,156,27:47.2,,
1918,1000,1,102,12/31/2020 0:00,0,0,FALSE,156,46:11.0,,
1919,1000,1,53,11/30/2020 0:00,6030,4120,FALSE,156,15:28.8,,
1920,1000,1,7,12/31/2020 0:00,6192,4622,FALSE,156,02:47.9,,
1921,1000,1,168,12/31/2020 0:00,877,0,FALSE,156,22:59.2,,
1922,1000,1,148,12/30/2020 0:00,80594,8384,FALSE,156,20:48.0,,
1923,1000,1,104,1/31/2021 0:00,0,0,FALSE,156,24:02.8,,
1924,1000,1,135,1/31/2021 0:00,0,0,FALSE,156,30:37.1,,
1925,1000,1,56,1/31/2021 0:00,0,0,FALSE,156,24:07.1,,
1926,1000,1,114,1/31/2021 0:00,0,0,FALSE,156,54:10.5,,
1927,1000,1,29,1/31/2021 0:00,0,0,FALSE,156,13:03.9,,
1928,1000,1,111,1/31/2021 0:00,0,0,FALSE,156,53:52.6,,
1930,1000,1,41,1/31/2021 0:00,0,0,FALSE,156,37:02.8,,
1931,1000,1,87,1/31/2021 0:00,3674,2122,FALSE,156,13:27.6,,
1932,1000,1,62,1/31/2021 0:00,0,0,FALSE,156,56:52.2,,
1933,1000,1,105,1/31/2021 0:00,0,0,FALSE,156,35:22.1,,
1936,1000,1,125,1/31/2021 0:00,0,151,FALSE,156,33:15.2,,
1937,1000,1,125,1/30/2021 0:00,1458,0,FALSE,156,35:26.7,,
1938,1000,1,131,1/31/2021 0:00,8073,1460,FALSE,156,51:53.4,,
1939,1000,1,122,1/31/2021 0:00,0,0,FALSE,156,05:17.8,,
1940,1000,1,7,1/31/2021 0:00,2777,1396,FALSE,156,31:32.3,,
1941,1000,1,169,11/30/2020 0:00,0,0,FALSE,156,21:30.3,,
1943,1000,1,95,1/31/2021 0:00,2828,0,FALSE,156,48:59.9,,
1944,1000,1,30,1/31/2021 0:00,0,0,FALSE,156,59:39.8,,
1945,1000,1,24,1/31/2021 0:00,0,0,FALSE,156,23:13.5,,
1946,1000,1,133,1/31/2021 0:00,0,0,FALSE,156,42:41.1,,
1947,1000,1,78,1/31/2021 0:00,0,0,FALSE,156,27:20.7,,
1948,1000,1,70,1/31/2021 0:00,0,0,FALSE,156,05:06.6,,
1949,1000,1,53,12/31/2020 0:00,987,2952,FALSE,156,54:07.8,,
1950,1000,1,81,1/31/2021 0:00,0,0,FALSE,156,28:43.3,,
1951,1000,1,157,1/31/2021 0:00,0,0,FALSE,156,22:08.6,,
1954,1000,1,43,1/31/2021 0:00,0,0,FALSE,48,04:31.9,,
1955,1000,1,93,1/31/2021 0:00,0,0,FALSE,48,38:35.6,,
1956,1000,1,118,1/31/2021 0:00,0,0,FALSE,156,26:11.8,,
1957,1000,1,153,1/30/2021 0:00,0,0,FALSE,156,42:50.7,,
1958,1000,1,156,1/31/2021 0:00,0,0,FALSE,156,42:45.3,,
1960,1000,1,168,1/31/2021 0:00,1009,709,FALSE,156,29:25.3,,
1961,1000,1,54,1/31/2021 0:00,0,19680,FALSE,156,51:02.0,,
1962,1000,1,54,1/30/2021 0:00,3653,0,FALSE,156,57:22.6,,
1963,1000,1,169,1/31/2021 0:00,0,0,FALSE,156,44:28.3,,
1964,1000,1,169,12/31/2020 0:00,0,0,FALSE,156,45:15.4,,
1965,1000,1,132,1/31/2021 0:00,0,0,FALSE,156,54:50.4,,
1966,1000,1,132,1/30/2021 0:00,0,425,FALSE,156,58:21.1,,
1967,1000,1,121,1/31/2021 0:00,0,0,FALSE,156,45:13.2,,
1968,1000,1,124,1/31/2021 0:00,117,0,FALSE,156,16:52.0,,
1969,1000,1,148,1/31/2021 0:00,71919,9713,FALSE,156,58:04.0,,
1970,1000,1,148,1/30/2021 0:00,0,12200,FALSE,156,02:00.0,,
1971,1000,1,164,1/31/2021 0:00,0,3751,FALSE,156,12:36.7,,
1972,1000,1,149,1/31/2021 0:00,21373,0,FALSE,156,40:44.5,,
1973,1000,1,149,1/30/2021 0:00,0,5116,FALSE,156,43:27.9,,
1974,1000,1,126,1/31/2021 0:00,22100,0,FALSE,156,28:37.8,,
1975,1000,1,126,1/30/2021 0:00,1694,5482,FALSE,156,36:31.5,,
1976,1000,1,4,1/31/2021 0:00,0,0,FALSE,156,18:45.9,,
1977,1000,1,39,1/31/2021 0:00,0,0,FALSE,156,03:09.3,,
1978,1000,1,39,12/31/2020 0:00,0,3644,FALSE,156,06:51.6,,
1979,1000,1,20,1/31/2021 0:00,0,461,FALSE,156,19:34.5,,
1980,1000,1,142,1/31/2021 0:00,194,0,FALSE,156,56:53.7,,
1982,1000,1,3,1/31/2021 0:00,0,0,FALSE,156,17:31.7,,
1983,1000,1,3,1/30/2021 0:00,0,247,FALSE,156,19:25.7,,
1985,1000,1,106,1/31/2021 0:00,0,0,FALSE,156,35:07.5,,
1986,1000,1,106,1/30/2021 0:00,0,0,FALSE,156,38:30.6,,
1989,1000,1,81,6/30/2019 0:00,0,1772,FALSE,156,41:01.3,,
1990,1000,1,152,12/31/2020 0:00,1181,16151,FALSE,156,18:18.3,,
1992,1000,1,104,8/31/2020 0:00,0,11847,FALSE,156,12:31.1,,
1993,1000,1,135,2/28/2021 0:00,0,0,FALSE,156,43:07.5,,
1994,1000,1,56,2/28/2021 0:00,0,0,FALSE,156,42:48.4,,
1995,1000,1,142,2/28/2021 0:00,0,0,FALSE,156,57:01.4,,
1996,1000,1,122,2/28/2021 0:00,648,186,FALSE,156,24:04.6,,
1997,1000,1,111,2/28/2021 0:00,0,0,FALSE,156,56:02.8,,
1998,1000,1,30,2/28/2021 0:00,0,0,FALSE,156,26:04.5,,
1999,1000,1,24,2/28/2021 0:00,0,0,FALSE,156,52:53.0,,
2000,1000,1,133,2/28/2021 0:00,0,0,FALSE,156,01:48.7,,
2001,1000,1,41,2/28/2021 0:00,0,0,FALSE,156,08:31.6,,
2002,1000,1,121,2/28/2021 0:00,0,0,FALSE,156,28:43.1,,
2004,1000,1,29,2/28/2021 0:00,0,0,FALSE,156,50:13.4,,
2006,1000,1,70,2/28/2021 0:00,0,0,FALSE,156,08:39.9,,
2007,1000,1,144,1/31/2021 0:00,0,0,FALSE,156,00:03.5,,
2008,1000,1,144,2/28/2021 0:00,0,0,FALSE,156,04:46.4,,
2009,1000,1,78,2/28/2021 0:00,0,0,FALSE,156,27:11.0,,
2011,1000,1,149,2/28/2021 0:00,21813,0,FALSE,156,26:18.1,,
2012,1000,1,114,2/28/2021 0:00,536,0,FALSE,156,53:48.2,,
2013,1000,1,105,2/28/2021 0:00,0,0,FALSE,156,55:53.0,,
2014,1000,1,125,2/28/2021 0:00,0,552,FALSE,156,14:03.3,,
2015,1000,1,62,2/28/2021 0:00,0,0,FALSE,156,10:03.3,,
2016,1000,1,39,2/28/2021 0:00,0,0,FALSE,156,26:12.0,,
2018,1000,1,118,2/28/2021 0:00,0,0,FALSE,156,49:53.6,,
2019,1000,1,95,2/28/2021 0:00,424,0,FALSE,156,07:51.3,,
2021,1000,1,157,2/28/2021 0:00,0,0,FALSE,156,57:52.5,,
2023,1000,1,125,2/27/2021 0:00,2442,0,FALSE,156,35:08.8,,
2024,1000,1,131,2/28/2021 0:00,17409,171,FALSE,156,45:54.6,,
2027,1000,1,149,2/27/2021 0:00,0,11260,FALSE,156,18:06.3,,
2028,1000,1,21,2/28/2021 0:00,0,0,FALSE,156,02:47.1,,
2030,1000,1,153,2/27/2021 0:00,0,0,FALSE,156,26:28.2,,
2032,1000,1,4,2/28/2021 0:00,0,0,FALSE,156,14:01.4,,
2033,1000,1,132,2/28/2021 0:00,0,0,FALSE,156,13:32.9,,
2034,1000,1,132,2/27/2021 0:00,0,425,FALSE,156,22:05.3,,
2035,1000,1,124,2/28/2021 0:00,827,0,FALSE,156,50:04.0,,
2036,1000,1,169,2/28/2021 0:00,0,1432,FALSE,156,46:05.5,,
2037,1000,1,106,2/28/2021 0:00,0,0,FALSE,156,51:00.9,,
2038,1000,1,106,2/27/2021 0:00,0,0,FALSE,156,56:35.2,,
2039,1000,1,81,2/28/2021 0:00,0,0,FALSE,156,59:56.7,,
2040,1000,1,81,2/27/2021 0:00,0,0,FALSE,156,02:07.6,,
2041,1000,1,146,2/28/2021 0:00,0,0,FALSE,156,27:38.1,,
2042,1000,1,126,2/28/2021 0:00,5952,0,FALSE,156,05:24.9,,
2043,1000,1,126,2/27/2021 0:00,0,4154,FALSE,156,11:42.8,,
2045,1000,1,7,2/28/2021 0:00,1636,0,FALSE,156,49:24.1,,
2046,1000,1,3,2/28/2021 0:00,0,0,FALSE,156,18:30.7,,
2047,1000,1,3,2/27/2021 0:00,0,247,FALSE,156,21:09.4,,
2049,1000,1,102,2/28/2021 0:00,438,264,FALSE,156,51:46.0,,
2050,1000,1,137,2/28/2021 0:00,297,176,FALSE,156,18:34.7,,
2052,1000,1,137,12/31/2020 0:00,0,374,FALSE,156,44:22.5,,
2053,1000,1,164,2/28/2021 0:00,0,0,FALSE,156,21:39.6,,
2054,1000,1,164,2/27/2021 0:00,0,3751,FALSE,156,27:38.6,,
2055,1000,1,68,2/28/2021 0:00,0,0,FALSE,156,59:34.8,,
2056,1000,1,40,2/28/2021 0:00,0,0,FALSE,156,46:01.4,,
2057,1000,1,90,2/28/2021 0:00,0,0,FALSE,156,17:35.8,,
2058,1000,1,138,2/28/2021 0:00,2084,3789,FALSE,156,32:34.4,,
2059,1000,1,91,2/28/2021 0:00,1397,682,FALSE,156,09:22.7,,
2061,1000,1,1,2/28/2021 0:00,1219,129,FALSE,156,50:24.0,,
2062,1000,1,116,2/28/2021 0:00,0,0,FALSE,156,52:25.3,,
2063,1000,1,148,2/28/2021 0:00,88468,14235,FALSE,156,14:23.1,,
2064,1000,1,148,2/27/2021 0:00,0,12517,FALSE,156,16:41.0,,
2065,1000,1,183,2/28/2021 0:00,0,0,FALSE,48,23:49.8,,
2066,1000,1,43,2/28/2021 0:00,0,0,FALSE,48,25:30.4,,
2068,1000,1,174,2/28/2021 0:00,0,0,FALSE,48,29:54.7,,
2069,1000,1,174,1/31/2021 0:00,0,0,FALSE,48,30:58.4,,
2071,1000,1,172,2/28/2021 0:00,0,0,FALSE,156,28:56.1,,
2074,1000,1,86,2/27/2021 0:00,2806,0,FALSE,156,36:44.7,,
2075,1000,1,145,2/28/2021 0:00,0,0,FALSE,156,03:17.1,,
2076,1000,1,161,2/28/2021 0:00,0,0,FALSE,156,39:00.1,,
2077,1000,1,94,2/28/2021 0:00,0,0,FALSE,156,16:04.5,,
2079,1000,1,171,2/28/2021 0:00,800,0,FALSE,156,58:57.6,,
2082,1000,1,128,1/31/2021 0:00,0,2547,FALSE,156,54:59.0,,
2083,1000,1,108,2/28/2021 0:00,277,0,FALSE,156,05:47.6,,
2084,1000,1,108,2/27/2021 0:00,1693,0,FALSE,156,22:50.6,,
2085,1000,1,97,2/28/2021 0:00,0,0,FALSE,156,38:19.5,,
2086,1000,1,87,2/28/2021 0:00,6472,5944,FALSE,156,50:36.6,,
2087,1000,1,152,2/28/2021 0:00,987,15647,FALSE,156,53:48.8,,
2088,1000,1,152,1/31/2021 0:00,1089,14196,FALSE,156,28:09.1,,
2089,1000,1,165,2/28/2021 0:00,2378,0,FALSE,156,36:27.5,,
2091,1000,1,54,2/28/2021 0:00,0,214,FALSE,156,03:35.6,,
2092,1000,1,54,2/27/2021 0:00,2491,0,FALSE,156,05:43.4,,
2093,1000,1,127,2/28/2021 0:00,0,0,FALSE,156,45:22.7,,
2094,1000,1,23,2/28/2021 0:00,0,0,FALSE,156,02:36.4,,
2095,1000,1,151,2/28/2021 0:00,0,0,FALSE,156,27:09.8,,
2096,1000,1,86,2/28/2021 0:00,0,0,FALSE,156,38:15.1,,
2097,1000,1,128,2/28/2021 0:00,0,4675,FALSE,156,11:48.5,,
2098,1000,1,131,2/27/2021 0:00,0,0,FALSE,156,26:30.1,,
2099,1000,1,135,3/31/2021 0:00,0,0,FALSE,156,28:44.3,,
2100,1000,1,111,3/31/2021 0:00,0,0,FALSE,156,16:09.9,,
2101,1000,1,41,3/31/2021 0:00,0,0,FALSE,156,39:50.4,,
2102,1000,1,142,3/31/2021 0:00,0,0,FALSE,156,38:34.0,,
2103,1000,1,29,3/31/2021 0:00,0,0,FALSE,156,14:27.3,,
2106,1000,1,114,3/31/2021 0:00,1060,0,FALSE,156,45:26.8,,
2107,1000,1,56,3/31/2021 0:00,0,749,FALSE,156,02:06.5,,
2108,1000,1,121,3/31/2021 0:00,0,0,FALSE,156,01:46.4,,
2109,1000,1,121,3/30/2021 0:00,0,0,FALSE,156,08:16.9,,
2110,1000,1,24,3/31/2021 0:00,0,0,FALSE,156,32:57.9,,
2111,1000,1,30,3/31/2021 0:00,0,0,FALSE,156,51:46.6,,
2112,1000,1,3,3/31/2021 0:00,0,0,FALSE,156,02:19.5,,
2113,1000,1,3,3/30/2021 0:00,0,247,FALSE,156,04:21.1,,
2114,1000,1,144,3/31/2021 0:00,0,0,FALSE,156,18:44.5,,
2115,1000,1,122,3/31/2021 0:00,554,193,FALSE,156,10:52.8,,
2116,1000,1,62,3/31/2021 0:00,0,0,FALSE,156,39:10.1,,
2117,1000,1,133,3/31/2021 0:00,0,0,FALSE,156,52:56.1,,
2118,1000,1,157,3/31/2021 0:00,0,0,FALSE,156,11:02.3,,
2119,1000,1,70,3/31/2021 0:00,0,0,FALSE,156,21:32.4,,
2120,1000,1,131,3/31/2021 0:00,12965,2035,FALSE,156,36:42.8,,
2121,1000,1,128,3/31/2021 0:00,0,903,FALSE,156,54:35.2,,
2122,1000,1,125,3/31/2021 0:00,0,1393,FALSE,156,13:05.7,,
